Neutroticism:Anxiety,Neutroticism:Angry Hostility,Neutroticism:Depression,Neutroticism:Self-Consciousness,Neutroticism:Impulsiveness,Neutroticism:Vulnerability,Extraversion:Warmth,Extraversion:Gregariousness,Extraversion:Assertiveness,Extraversion:Activity,Extraversion:Excitement-Seeking,Extraversion:Positive Emotions,Openness:Fantasy,Openness:Aesthetics,Openness:Feelings,Openness:Actions,Openness:Ideas,Openness:Values,Agreeableness:Trust,Agreeableness:Straightforwardness,Agreeableness:Altruism,Agreeableness:Compliance,Agreeableness:Modesty,Agreeableness:Tender-Mindedness,Conscientiousness:Competence,Conscientiousness:Order,Conscientiousness:Dutifulness,Conscientiousness:Achievement Striving,Conscientiousness:Self-Discipline,Conscientiousness:Deliberation,Novelty Seeking:Exploratory Excitability,Novelty Seeking:Impulsiveness,Novelty Seeking:Extravagance,Novelty Seeking:Disorderliness,Harm avoidance:Worry & pessimism,Harm avoidance:Fear of uncertainty,Harm avoidance:Shyness with strangers,Harm avoidance:Fatigability & asthenia,Reward dependence:Sentimentality,Reward dependence:Warm communication,Reward dependence:Attachment,Reward dependence:Dependence,Persistence:Eagerness of effort,Persistence:Work hardened,Persistence:Ambitious,Persistence:Perfectionist,Self-directedness:Responsibility,Self-directedness:Purposefulness,Self-directedness:Resourcefulness,Self-directedness:Self-acceptance,Self-directedness:Enlightened second nature,Cooperativeness:Social acceptance,Cooperativeness:Empathy,Cooperativeness:Helpfulness,Cooperativeness:Compassion,Cooperativeness:Pure-hearted conscience,Self-transcendence:Self-forgetful,Self-transcendence:Transpersonal identification,Self-transcendence:Spiritual acceptance,Primary Trait Dimensions:Well-being,Primary Trait Dimensions:Social Potency,Primary Trait Dimensions:Achievement,Primary Trait Dimensions:Social Closeness,Primary Trait Dimensions:Stress Reaction,Primary Trait Dimensions:Aggression,Primary Trait Dimensions:Alienation,Primary Trait Dimensions:Control,Primary Trait Dimensions:Harm-avoidance,Primary Trait Dimensions:Traditionalism,Primary Trait Dimensions:Absorption,Folk Scales:Dominance,Folk Scales:Capacity for Status,Folk Scales:Sociability,Folk Scales:Social Presence,Folk Scales:Self-acceptance,Folk Scales:Independance,Folk Scales:Empathy,Folk Scales:Responsibility,Folk Scales:Socialization,Folk Scales:Self-control,Folk Scales:Good Impression,Folk Scales:Communality,Folk Scales:Well-being,Folk Scales:Tolerance,Folk Scales:Achievement via Conformance,Folk Scales:Achievement via Independence,Folk Scales:Intellectual Efficiency,Folk Scales:Psychological-mindedness,Folk Scales:Flexibility,Folk Scales:Femininity,Special Purpose Scales:Managerial Potential,Special Purpose Scales:Work Orientation,Special Purpose Scales:Creative Temperament,Special Purpose Scales:Leadership,Special Purpose Scales:Amicability,Special Purpose Scales:Law Enforcement Orientation,Special Purpose Scales:Tough-mindedness,Honesty-Humility:Sincerity,Honesty-Humility:Fairness,Honesty-Humility:Greed Avoidance,Honesty-Humility:Modesty,Emotionality:Fearfulness,Emotionality:Anxiety,Emotionality:Dependence,Emotionality:Sentimentality,eXtraversion:Expressiveness,eXtraversion:Social Boldness,eXtraversion:Sociability,eXtraversion:Liveliness,Agreeableness:Forgiveness,Agreeableness:Gentleness,Agreeableness:Flexibility,Agreeableness:Patience,Concienciousness:Organization,Concienciousness:Diligence,Concienciousness:Perfectionism,Concienciousness:Prudence,Openness to Experience:Aesthetic Appreciation,Openness to Experience:Inquisitiveness,Openness to Experience:Creativity,Openness to Experience:Unconventionality,Scales:Complexity,Scales:Breadth of Interest,Scales:Innovation,Scales:Tolerance,Scales:Empathy,Scales:Anxiety,Scales:Cooperativeness,Scales:Sociability,Scales:Social Confidence,Scales:Energy Level,Scales:Social Astuteness,Scales:Risk Taking,Scales:Organization,Scales:Traditional Values,Scales:Responsibility,Extraversion:Affiliation,Extraversion:Dominance,Extraversion:Exhibition,Agreeableness:Abasement,Agreeableness:Even-tempered,Agreeableness:Good-natured,Independence:Autonomy,Independence:Individualism,Independence:Self Reliance,Openness to Experince:Change,Openness to Experince:Understanding,Openness to Experince:Breadth of Interest,Methodicalness:Cognitive Structure,Methodicalness:Deliberativeness,Methodicalness:Order,Industriousness:Achievement,Industriousness:Endurance,Industriousness:Seriousness,Adjustment:Empathy,Adjustment:Not anxious,Adjustment:No guilt,Adjustment:Calmness,Adjustment:Even-tempered,Adjustment:No somatic complaints,Adjustment:Trusting,Adjustment:Good attachment,Ambition:Competitive,Ambition:Self confidence,Ambition:No depression,Ambition:Leadership,Ambition:Identity,Ambition:No social anxiety,Sociability:Likes parties,Sociability:Likes crowds,Sociability:Experience-seeking,Sociability:Exhibitionistic,Sociability:Entertaining,Interpersonal Sensitivity:Easy to live with,Interpersonal Sensitivity:Sensitive,Interpersonal Sensitivity:Caring,Interpersonal Sensitivity:Likes people,Interpersonal Sensitivity:No hostility,Prudence:Moralistic,Prudence:Mastery,Prudence:Virtuous,Prudence:Not autonomous,Prudence:Not spontaneous,Prudence:Impulse control,Prudence:Avoids trouble,Learning Approach:Education,Learning Approach:Math ability,Learning Approach:Good memory,Learning Approach:Reading
57,50,73,60,83,60,30,7,13,23,43,27,80,93,67,80,87,70,47,60,77,70,83,87,40,43,53,17,27,50,73,43,43,67,73,43,87,77,83,17,27,57,30,63,23,47,33,33,43,60,30,63,87,80,67,40,80,70,33,27,13,63,10,60,37,73,57,30,27,83,13,17,13,20,20,30,33,53,23,63,40,53,33,43,60,77,60,53,67,57,40,23,47,17,40,23,40,70,30,73,80,37,57,27,70,23,13,7,23,53,60,63,47,33,27,77,53,97,90,73,70,73,90,73,60,63,60,67,10,13,23,53,53,27,27,30,10,13,3,50,47,50,70,43,77,87,87,97,67,57,40,33,67,27,40,40,33,50,50,20,43,33,23,27,37,10,53,17,10,13,73,7,33,57,87,70,13,70,23,43,50,73,23,37,37,90,56,97,83
43,33,30,10,40,33,63,60,80,73,77,73,70,70,47,87,73,63,77,43,77,37,33,80,73,53,70,67,77,63,87,50,63,50,30,7,13,20,80,53,27,27,67,70,77,63,77,73,83,67,67,50,77,63,40,53,73,77,60,77,67,70,57,37,57,27,57,33,47,53,80,87,80,83,87,73,80,77,70,60,77,80,60,67,57,70,77,83,60,20,73,47,67,67,73,77,80,50,73,50,30,3,20,43,70,80,80,70,83,57,57,43,47,60,67,57,57,50,70,93,60,63,47,93,50,67,30,7,57,90,87,63,60,50,47,73,70,63,73,47,50,47,60,83,40,83,77,53,53,57,60,70,77,17,73,70,60,53,67,67,63,73,80,83,63,67,73,87,70,70,87,67,70,57,77,90,57,43,50,60,50,20,37,50,63,67,94,77,78
63,37,57,70,83,50,57,50,37,30,43,50,50,73,60,63,87,77,57,60,77,63,70,83,37,30,33,40,33,50,63,43,73,53,57,53,77,87,67,40,63,50,30,57,40,63,33,50,47,50,30,73,83,67,57,30,60,63,20,40,37,73,73,73,43,73,50,53,23,73,37,37,30,47,37,40,50,53,47,50,43,53,33,27,53,63,70,50,53,70,33,37,50,43,57,33,40,67,50,73,73,57,63,67,70,47,37,40,23,50,70,73,67,20,43,50,47,70,83,50,80,80,70,50,47,63,53,63,73,23,13,57,43,20,27,50,47,37,30,57,63,67,30,40,50,80,77,73,63,50,23,43,67,37,73,47,33,60,63,13,50,50,43,37,57,40,50,37,37,47,73,30,30,53,80,80,53,63,23,57,57,73,47,50,23,80,61,80,72
87,63,73,63,73,80,70,57,57,43,37,77,63,80,83,83,90,80,63,70,87,53,40,67,57,27,70,33,40,47,70,43,27,60,73,63,23,70,83,63,57,60,27,60,47,53,40,43,40,60,30,43,87,63,47,50,67,73,17,33,73,70,83,73,50,70,50,30,20,70,63,63,77,67,70,27,80,30,33,47,43,63,43,37,37,83,57,63,63,63,40,50,73,43,33,50,30,60,40,40,43,50,87,80,83,67,63,67,57,33,40,43,37,30,40,53,50,83,97,80,73,80,83,80,47,87,83,77,83,73,37,57,53,30,30,40,73,63,60,40,37,50,27,37,30,80,97,87,67,50,43,30,67,27,33,17,43,33,37,27,47,57,43,33,40,57,40,63,63,57,77,57,60,43,90,87,70,47,30,40,57,80,50,47,43,77,94,77,78
50,30,57,67,23,43,23,30,57,50,43,33,60,37,47,60,67,50,57,63,47,67,63,43,63,40,80,53,80,83,67,30,17,27,57,57,77,37,27,20,20,60,50,67,57,70,43,43,57,50,70,57,40,53,57,33,63,47,40,33,47,73,47,73,27,50,83,83,60,47,53,33,37,33,50,43,23,73,63,73,63,73,50,37,57,47,67,57,47,43,37,60,43,40,70,73,47,63,80,63,50,57,50,30,37,33,43,20,30,43,80,67,83,47,67,63,80,40,77,87,67,53,53,90,30,47,50,53,47,37,63,27,30,40,47,80,20,60,17,33,67,53,50,57,53,50,77,53,70,83,43,70,67,37,80,50,50,40,70,40,53,73,73,47,43,73,33,47,30,30,47,17,20,57,37,37,20,63,30,60,57,53,47,70,47,67,78,70,83
67,33,77,60,63,67,97,43,33,57,40,100,97,97,77,90,67,73,80,67,90,80,40,67,30,27,33,37,37,50,80,63,90,37,57,50,17,53,87,97,77,63,57,53,37,47,50,33,37,60,33,77,80,90,67,33,80,83,30,53,40,53,83,67,13,47,43,57,27,87,50,60,67,73,63,27,70,70,73,50,47,57,50,67,43,70,63,63,87,73,43,33,60,13,77,27,47,43,67,60,53,50,63,87,87,83,60,77,80,63,77,77,63,20,47,57,40,97,87,77,70,73,93,70,83,93,57,53,83,67,57,63,40,30,27,67,97,27,87,53,57,67,33,23,17,80,83,93,30,43,30,57,60,10,70,43,50,40,67,37,77,67,40,10,43,33,40,47,77,57,90,83,93,87,83,90,93,87,33,40,70,60,27,47,53,83,72,83,44
47,53,63,73,67,37,23,13,27,23,67,20,60,87,43,67,93,47,13,30,20,20,67,43,47,37,50,30,43,33,63,53,63,73,67,40,87,70,40,13,13,17,33,70,43,50,20,13,53,27,33,53,60,40,17,13,53,50,20,13,27,63,23,77,67,73,43,23,50,67,23,30,17,37,20,50,33,47,40,37,37,63,10,30,43,63,60,43,47,30,33,17,33,33,47,40,33,53,17,53,57,43,57,13,40,20,23,20,13,17,43,43,30,27,40,57,43,83,93,57,77,63,90,53,23,30,50,37,23,17,17,57,70,17,33,17,23,40,17,13,33,43,87,60,77,83,97,90,57,43,17,50,63,13,40,50,10,47,47,20,30,50,43,37,13,40,23,33,20,23,77,20,37,20,50,60,20,27,10,50,13,37,47,17,7,83,72,80,83
37,30,20,17,17,20,73,83,77,80,70,83,70,83,67,83,77,83,90,93,83,80,40,63,77,87,77,77,80,80,80,33,37,23,27,27,17,17,60,77,73,77,80,80,67,70,83,80,73,80,83,77,80,90,67,57,37,57,13,87,57,70,83,27,13,10,77,60,33,50,77,83,80,83,80,87,83,73,73,83,83,90,90,83,80,67,80,83,40,27,87,90,63,80,87,77,87,73,67,60,57,20,33,80,63,73,80,83,83,63,73,80,57,90,80,70,80,83,77,67,67,70,73,73,77,67,30,47,83,80,87,33,40,83,17,67,80,47,77,50,60,77,20,43,17,80,67,83,70,77,87,77,80,30,67,70,90,93,70,87,90,93,70,80,90,60,83,80,83,83,80,63,73,80,83,77,80,83,47,77,67,60,67,70,80,57,83,73,61
47,17,57,57,67,47,60,83,23,67,70,63,83,93,73,100,87,77,57,73,73,70,37,80,43,50,63,40,37,47,93,50,70,50,40,33,43,37,70,63,63,40,33,47,50,50,43,50,53,40,40,77,77,83,73,30,43,50,17,47,30,53,63,57,20,57,47,37,23,67,33,50,47,60,40,47,57,50,63,53,53,70,37,57,47,67,57,57,47,43,47,33,67,37,70,43,43,57,43,40,37,27,40,50,63,67,43,83,67,80,77,87,73,50,50,53,53,93,93,90,83,83,90,83,87,60,33,40,63,43,73,43,53,43,13,43,70,23,70,60,73,80,57,37,53,90,90,97,63,47,47,37,57,20,93,67,37,70,83,70,67,70,50,30,57,30,53,40,83,90,93,60,70,77,77,73,73,80,30,63,70,50,70,33,40,53,56,53,61
87,87,63,57,63,63,37,27,90,90,90,47,73,100,63,90,90,73,30,27,43,20,60,40,67,73,70,77,57,53,93,33,53,83,80,37,57,37,40,37,37,27,60,90,83,80,13,50,73,23,33,23,60,20,13,37,87,57,33,47,73,87,27,90,90,77,63,7,30,90,77,50,50,53,67,43,53,23,33,23,23,60,23,20,40,70,70,57,17,17,23,20,47,63,37,63,33,43,7,33,47,17,67,30,37,60,60,43,60,20,27,33,27,70,70,70,73,100,100,97,87,70,97,97,27,37,77,33,27,60,67,70,93,63,20,7,43,87,27,23,17,20,83,63,57,93,97,100,83,63,53,57,70,10,33,23,23,23,13,53,20,50,87,73,27,90,37,67,53,43,93,37,57,30,60,60,30,17,27,77,23,37,17,20,13,93,94,77,89
63,57,63,73,50,57,13,27,63,57,33,37,73,77,53,83,100,90,27,87,57,43,77,73,67,83,63,53,67,70,80,13,13,27,70,50,67,23,60,10,50,27,67,87,60,73,27,47,60,50,60,40,70,60,47,47,63,67,7,33,30,87,40,67,37,80,80,63,13,57,53,33,40,40,50,43,63,60,63,77,50,83,30,30,57,73,70,53,37,33,53,47,50,43,43,73,37,83,67,83,80,40,70,63,70,57,50,20,37,30,30,37,33,77,57,87,70,93,97,100,100,97,93,100,47,63,57,43,40,43,77,10,30,67,20,67,17,43,17,20,40,27,60,57,57,83,97,93,83,80,80,70,90,43,33,43,30,57,43,53,33,57,77,47,40,53,43,43,30,27,77,7,80,30,70,47,17,43,30,63,27,57,53,83,30,90,89,100,83
53,47,43,43,57,37,50,43,67,73,57,60,83,90,60,73,83,47,53,53,57,50,57,70,63,43,60,53,53,50,73,50,60,53,57,53,43,53,73,43,37,37,47,67,57,53,47,57,53,43,50,67,77,63,50,53,77,70,53,53,53,60,47,50,43,47,50,47,47,83,70,53,63,60,73,50,63,50,60,53,57,60,60,37,47,70,73,73,50,30,53,57,53,57,57,57,63,50,57,47,43,40,63,30,70,73,60,50,60,47,47,50,43,47,57,67,53,90,90,87,77,73,93,83,53,63,53,40,47,63,47,63,47,47,50,57,50,67,47,30,57,43,63,57,50,77,90,90,60,50,50,50,63,27,47,47,60,63,53,50,43,57,63,60,57,77,57,67,50,50,67,47,63,53,77,77,43,60,30,57,37,40,33,40,33,73,72,77,72
67,57,60,57,43,53,53,50,63,70,53,57,80,80,67,87,70,60,50,67,63,53,50,63,57,40,77,57,47,73,83,30,40,50,53,43,57,50,70,53,63,67,43,47,60,47,47,77,57,33,63,60,77,53,60,43,50,63,53,60,43,50,63,60,37,50,60,33,30,43,57,47,50,50,57,43,47,40,43,73,50,53,37,43,70,53,53,47,47,63,43,37,67,60,40,57,60,63,47,57,53,43,63,63,77,57,53,43,63,63,53,53,40,43,50,60,63,87,73,80,50,70,87,80,73,70,60,70,63,47,60,43,67,47,43,47,53,43,43,33,47,57,23,20,37,83,83,80,73,60,57,37,60,23,53,40,37,63,43,57,53,60,63,57,53,57,70,50,47,53,83,43,60,73,77,73,47,60,40,53,53,70,50,57,47,80,56,80,61
77,83,77,87,70,83,30,10,3,3,13,13,87,80,73,47,47,40,40,57,73,57,67,73,37,57,63,17,53,57,13,27,37,47,73,87,83,77,83,27,30,97,27,37,23,30,17,0,30,13,33,70,90,37,43,30,77,73,33,10,23,23,30,83,43,77,70,73,80,33,10,13,13,17,13,13,13,53,40,47,40,47,17,40,33,33,37,27,23,43,23,27,30,3,27,37,13,37,57,33,50,77,70,47,87,33,10,17,10,40,63,47,37,70,37,53,70,80,67,47,37,33,70,43,33,93,67,90,30,13,7,43,20,63,50,57,13,40,17,50,33,33,37,17,37,13,67,77,83,70,70,33,23,43,40,33,17,27,17,3,30,57,17,3,17,37,13,13,17,13,27,37,50,57,73,73,20,47,27,40,50,93,40,57,73,60,33,67,39
80,33,73,93,47,73,37,27,27,27,27,50,77,97,47,63,67,63,60,67,67,73,83,67,43,53,57,20,33,63,43,23,23,43,80,73,80,83,73,20,3,63,27,60,23,50,30,13,30,37,50,87,70,73,70,23,63,60,23,20,30,60,40,87,30,73,67,63,33,87,23,17,27,27,20,17,33,63,73,67,53,53,20,27,43,43,47,33,50,77,37,33,40,17,60,40,23,60,67,60,77,73,87,40,77,17,20,27,20,57,73,60,67,50,33,57,57,90,73,57,77,63,80,57,60,63,73,77,40,13,17,43,27,40,33,67,30,30,20,43,67,53,60,33,47,57,67,87,80,67,43,23,50,43,60,27,20,40,67,10,60,70,23,17,33,30,17,20,27,30,57,20,43,73,67,60,23,80,37,43,63,83,47,57,30,57,67,60,72
40,100,40,30,0,30,20,0,100,47,40,30,80,80,73,77,90,50,40,60,50,60,60,63,100,100,100,80,100,100,57,0,0,20,40,50,60,57,73,10,20,27,80,100,80,70,70,70,70,60,80,13,77,23,10,60,60,83,40,40,80,70,0,30,50,20,100,80,50,60,90,60,60,50,80,90,70,80,80,80,60,73,50,50,80,80,90,90,0,37,60,50,50,100,30,100,80,53,100,43,23,47,50,0,63,50,70,0,33,0,40,0,20,100,80,90,100,80,100,60,80,80,100,60,0,43,50,10,0,60,33,57,20,100,50,100,10,100,10,0,40,10,80,100,87,77,100,100,100,100,100,80,80,20,10,50,50,50,0,43,30,100,70,80,50,100,80,80,20,20,80,17,40,30,73,63,0,0,60,80,40,0,40,80,70,80,83,100,100
47,27,30,57,23,37,67,37,33,47,50,80,97,33,27,80,47,67,67,73,90,100,80,80,43,43,57,47,40,50,73,33,7,27,27,37,47,63,47,47,20,73,40,17,40,43,57,53,30,57,83,80,77,80,87,70,43,67,60,77,37,23,43,40,7,33,53,67,60,23,40,43,53,47,47,60,50,60,93,67,63,60,70,13,53,27,73,67,47,67,60,83,33,50,77,40,53,60,93,83,80,43,43,47,33,37,40,53,57,67,80,60,93,40,50,53,60,53,77,77,47,50,53,57,67,17,30,43,43,47,43,57,33,47,53,93,63,33,40,50,93,53,57,70,43,57,57,73,60,53,40,37,27,20,93,70,70,93,73,53,30,77,30,37,87,23,53,43,57,53,73,40,67,97,77,70,53,87,73,53,87,57,53,63,63,53,28,60,39
3,53,3,17,33,7,27,3,67,43,43,30,50,93,50,87,87,27,60,57,47,80,63,17,43,20,77,27,23,90,80,10,0,43,7,37,47,80,23,37,47,13,20,23,27,13,80,63,70,50,80,30,33,33,77,40,40,17,17,70,20,23,7,13,33,13,73,60,60,77,77,57,47,50,67,97,73,77,63,77,83,83,87,47,73,57,93,83,57,60,80,100,50,80,57,27,80,77,40,60,47,57,0,20,20,47,67,17,40,53,60,40,63,30,27,53,57,87,83,80,60,33,67,73,57,33,0,17,7,60,23,27,50,33,60,40,20,40,33,37,60,37,97,70,90,83,63,80,73,73,47,10,40,40,60,100,87,73,47,60,57,80,40,73,90,57,80,63,23,10,83,17,40,73,33,27,33,73,13,13,53,20,50,47,27,67,67,83,72
87,70,73,67,50,80,77,87,53,53,73,77,57,83,83,93,73,87,57,53,83,50,43,63,57,40,77,43,47,67,83,37,43,43,60,40,33,60,80,77,60,50,40,40,43,37,33,47,50,37,47,50,83,53,63,27,83,77,30,53,60,37,87,80,43,63,63,37,23,97,60,53,60,60,60,27,63,30,30,43,37,40,20,20,40,57,57,47,53,57,23,20,60,30,43,50,37,40,50,37,33,40,73,80,80,73,60,87,60,37,33,27,27,40,43,50,67,83,87,67,83,73,87,57,67,83,73,60,87,60,43,60,60,40,30,50,90,60,63,30,17,40,37,40,23,83,73,97,77,63,33,43,37,27,33,27,20,17,30,30,47,63,50,33,30,70,40,50,90,90,97,60,67,67,70,83,77,63,60,53,53,63,30,57,23,63,22,63,44
60,63,60,63,53,63,57,50,50,50,57,53,63,63,63,63,57,50,43,47,53,40,50,63,40,37,50,47,33,53,60,47,40,63,60,50,47,60,63,57,57,47,43,47,50,43,37,47,50,40,47,57,67,50,50,53,67,67,60,50,50,47,57,63,57,60,50,47,53,60,50,47,50,50,50,37,53,37,37,43,47,53,37,40,43,43,50,47,57,57,37,43,53,43,40,40,37,47,37,43,50,53,60,57,67,57,50,57,53,53,47,47,40,33,40,47,47,60,57,60,60,57,63,57,53,63,60,60,57,53,43,60,57,37,47,37,60,50,50,47,37,50,47,40,43,60,63,60,53,50,37,40,47,37,43,40,37,33,37,40,40,50,50,40,40,50,47,47,57,53,63,50,60,57,67,63,57,47,43,47,43,57,33,40,40,50,50,53,50
60,43,60,73,63,57,43,23,17,50,30,37,83,73,80,70,67,57,50,93,77,73,70,63,43,70,60,33,43,50,60,40,43,27,60,57,73,43,60,53,57,50,43,70,43,63,37,33,40,60,50,67,60,73,73,53,80,70,53,47,17,70,33,63,30,73,53,57,47,50,17,17,17,23,17,23,20,67,57,67,57,60,37,40,40,50,63,53,43,50,40,43,40,20,50,40,40,90,67,80,73,47,73,37,57,30,17,40,40,57,70,63,63,63,47,60,50,90,87,80,70,73,93,83,57,70,63,57,33,30,53,17,30,50,53,67,40,20,13,43,60,53,63,60,43,67,87,87,60,53,57,43,67,50,60,37,37,47,57,53,47,53,37,27,43,23,40,20,43,30,73,20,43,70,63,53,43,77,27,53,63,53,47,63,50,67,61,73,61
73,30,70,80,63,63,17,10,43,43,37,37,80,83,30,73,67,90,50,53,60,37,50,63,23,53,37,20,10,43,70,50,50,67,77,67,90,90,40,3,10,37,13,37,33,33,30,40,37,23,27,53,53,67,33,20,70,40,3,30,67,43,10,87,57,73,40,50,33,97,40,33,23,47,40,23,30,50,43,43,50,43,17,37,43,40,60,40,50,67,33,20,53,27,50,23,30,37,33,20,30,67,77,20,30,27,47,7,10,27,37,23,33,47,13,40,33,80,80,87,83,70,83,77,40,7,73,67,10,20,13,67,37,37,7,33,7,63,17,27,57,37,83,40,87,70,80,83,57,40,47,20,40,23,53,27,17,53,70,7,60,57,40,37,30,70,37,33,17,20,73,43,43,37,47,43,7,33,27,30,37,67,47,40,30,77,50,87,78
77,63,67,80,90,73,77,50,43,47,60,80,90,73,93,77,90,67,67,73,80,33,37,70,23,30,20,23,20,30,73,60,53,40,67,63,33,57,83,77,83,43,20,47,23,20,27,13,40,40,27,53,87,57,53,63,93,87,53,40,23,33,70,77,57,60,37,50,40,83,40,50,53,57,53,20,73,20,57,50,33,60,40,20,23,63,67,60,60,57,30,37,47,20,67,17,30,50,47,60,47,53,77,83,83,63,47,73,63,43,50,43,33,27,17,50,37,73,87,93,83,83,77,90,47,87,63,70,70,57,40,50,37,27,37,47,77,17,57,33,23,27,40,17,40,73,90,73,40,37,40,20,47,20,53,37,40,20,37,33,50,50,27,20,47,27,13,43,73,60,73,73,83,67,87,87,80,67,20,20,53,70,27,53,43,57,89,70,67
83,53,80,87,80,80,30,13,0,3,50,30,70,97,77,83,60,43,53,77,67,93,97,70,13,40,33,7,7,30,77,63,70,17,73,67,90,90,63,27,27,83,10,37,10,33,33,23,20,57,23,67,53,50,80,50,70,80,67,37,0,27,37,80,33,63,30,40,47,60,0,0,10,3,0,7,20,70,57,47,27,50,30,43,40,67,53,53,67,63,37,27,70,7,53,17,20,70,73,60,80,67,83,37,73,3,0,17,10,60,77,63,63,30,7,43,20,97,80,67,47,57,90,53,67,80,77,90,37,0,10,3,63,20,80,73,23,3,13,37,57,57,47,30,40,60,70,90,30,30,27,0,17,27,47,23,30,37,47,13,57,50,3,3,33,3,40,0,30,30,80,3,7,70,47,47,17,77,37,27,77,87,30,47,57,53,28,47,56
87,70,80,73,70,77,57,47,53,60,63,47,53,73,53,83,50,37,40,40,57,40,53,73,43,43,43,47,37,43,73,47,60,63,77,50,43,60,67,47,37,47,50,53,60,50,20,37,37,20,23,53,73,33,50,50,73,80,70,50,50,53,47,90,67,70,50,37,70,63,53,50,53,47,53,37,53,40,30,33,23,43,17,17,33,33,47,33,40,43,30,23,40,40,23,37,17,30,47,33,47,40,77,40,67,60,53,60,57,40,37,33,47,40,43,50,47,77,70,57,57,47,73,57,43,60,80,60,47,57,40,53,60,40,60,47,60,50,50,43,37,33,57,33,53,77,63,73,60,50,37,43,47,30,43,20,17,23,30,37,30,33,50,37,20,50,30,50,60,60,83,47,67,50,60,67,53,40,40,53,33,63,37,40,33,50,39,53,56
57,33,57,60,63,47,30,17,43,43,23,47,73,77,57,67,73,73,43,53,63,90,73,70,40,30,47,50,50,47,50,57,50,50,63,57,77,73,53,27,20,33,47,63,57,57,47,30,47,63,47,57,67,60,73,23,77,63,27,30,40,67,20,57,30,53,50,53,43,57,40,30,30,37,40,37,37,63,63,67,57,50,47,50,33,73,43,53,67,43,47,37,50,33,50,43,53,47,60,53,60,50,63,23,50,37,37,17,27,60,77,60,83,37,67,40,43,67,77,50,70,77,70,60,60,37,50,43,20,27,27,53,33,43,43,60,27,50,17,43,87,47,67,57,73,70,83,70,47,50,33,60,60,50,73,50,47,63,67,20,43,40,53,37,43,50,37,37,20,20,67,20,33,73,63,53,20,70,47,60,77,50,40,50,53,53,67,53,72
80,60,80,90,33,73,23,7,43,37,20,20,70,57,63,53,73,27,23,63,60,57,80,67,63,93,97,67,77,80,13,0,0,30,73,80,100,80,70,17,43,33,50,83,67,93,17,13,33,10,63,57,73,77,33,57,67,63,57,7,57,97,20,90,63,100,100,93,63,50,43,13,7,13,27,20,20,90,87,53,37,53,7,40,60,53,33,13,17,60,37,27,40,17,60,60,17,50,93,33,60,67,77,77,70,23,30,10,7,33,37,30,33,97,90,87,97,77,73,53,73,53,60,73,40,63,70,50,20,7,7,37,7,90,93,93,17,57,3,47,47,23,67,43,43,33,57,77,97,100,90,73,90,83,30,30,7,40,40,0,33,83,37,17,20,63,20,17,7,7,30,20,40,33,70,47,13,43,73,83,47,60,57,93,30,53,100,67,100
47,30,57,70,47,37,10,20,47,47,67,27,23,83,20,63,83,20,27,27,60,43,90,53,60,67,87,67,67,67,67,20,20,80,80,30,97,73,20,3,0,33,60,83,73,77,27,30,63,17,60,77,50,57,30,40,30,27,50,7,43,80,27,63,67,83,80,23,63,53,37,20,13,37,23,43,33,57,43,67,63,53,27,37,53,67,50,40,20,10,43,27,37,33,57,63,50,40,23,40,70,13,70,37,27,13,23,13,3,40,60,53,40,63,73,87,83,83,83,53,47,63,87,53,40,20,53,20,27,17,23,50,77,67,73,23,10,60,0,20,63,40,60,70,67,73,90,83,90,80,67,70,80,40,43,47,27,73,70,10,40,63,67,47,30,57,30,33,27,30,70,0,40,47,43,30,10,53,37,80,30,30,67,47,30,80,83,87,89
53,57,43,17,50,30,13,13,90,87,67,27,37,43,27,57,83,67,40,60,40,40,60,27,73,70,57,50,47,57,57,37,37,53,47,40,60,27,17,17,30,13,47,60,53,47,53,60,70,73,43,23,20,40,37,40,53,37,13,57,57,60,10,50,63,43,67,37,30,60,83,57,53,47,73,70,53,67,13,50,53,70,67,70,70,77,80,80,43,30,67,60,53,73,47,60,67,73,40,60,57,37,40,33,20,60,70,13,57,23,33,40,30,60,27,50,63,43,80,47,67,80,60,47,37,23,50,13,10,60,67,33,63,47,33,40,10,73,30,40,23,53,87,83,77,70,87,57,73,67,57,47,60,47,43,50,67,47,43,63,40,53,77,90,53,90,63,73,27,23,63,20,23,30,23,17,13,40,33,47,37,17,47,50,30,83,83,90,83
40,20,33,57,30,43,20,27,47,50,57,40,63,17,27,87,77,63,47,43,43,87,63,27,73,30,80,57,67,80,90,27,43,43,27,27,73,57,23,23,33,50,47,63,53,50,73,70,70,37,67,57,23,63,60,13,30,17,7,47,23,50,13,30,47,33,80,43,43,10,40,20,30,30,37,57,37,63,40,60,77,60,53,53,73,60,70,73,43,47,73,53,53,57,63,60,63,50,43,50,60,33,47,37,20,37,33,23,27,47,63,50,60,40,63,60,87,20,73,80,57,63,37,80,70,20,37,40,13,37,43,33,57,47,33,43,23,33,20,33,80,60,70,53,80,90,87,37,80,80,47,53,53,27,53,63,53,83,80,53,57,53,67,57,73,43,67,33,37,40,90,40,40,57,23,23,27,83,47,60,53,50,63,47,37,63,78,63,61
