,Neutroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Novelty Seeking,Harm avoidance,Reward dependence,Persistence,Self-directedness,Cooperativeness,Self-transcendence,Primary Trait Dimensions,Folk Scales,Special Purpose Scales,Honesty-Humility,Emotionality,eXtraversion,Agreeableness,Concienciousness,Openness to Experience,Scales,Extraversion,Agreeableness,Independence,Openness to Experince,Methodicalness,Industriousness,Adjustment,Ambition,Sociability,Interpersonal Sensitivity,Prudence,Learning Approach
193,59,25,68,45,56,51,66,19,56,47,41,48,58,48,44,49,53,25,29,53,74,54,30,27,58,66,64,52,30,53,27,43,44,89
194,68,50,71,63,50,51,63,56,43,40,57,64,54,49,39,70,58,49,52,53,79,54,42,51,60,72,60,43,41,45,47,60,45,47
195,68,50,82,65,67,48,48,45,82,41,67,71,60,49,37,47,46,56,60,75,88,63,49,49,58,89,73,68,39,52,45,65,52,79
196,75,58,77,73,64,51,61,62,59,41,71,61,62,54,43,67,88,62,48,66,86,63,57,30,22,77,68,52,36,58,67,77,50,62
197,52,58,76,63,54,56,58,63,67,59,61,60,57,58,57,47,69,50,46,51,79,56,59,47,40,73,56,57,50,72,66,66,51,70
198,39,42,69,76,61,33,47,50,55,61,73,43,50,58,62,79,42,30,65,62,77,49,28,54,63,81,69,60,66,59,33,63,51,88
199,52,35,79,56,32,64,55,13,38,51,47,41,41,43,44,42,32,21,69,24,89,48,13,63,91,89,25,42,50,38,39,51,25,72
200,47,59,75,52,40,62,50,48,38,52,53,50,53,58,58,39,50,53,55,36,88,57,56,60,47,81,40,30,58,60,58,59,36,87
201,73,45,86,65,47,49,68,57,53,35,75,66,53,41,33,58,64,44,65,55,80,61,32,45,30,89,56,45,23,37,53,73,48,72
202,61,79,87,68,62,66,41,74,68,60,72,68,63,53,46,64,68,83,49,66,92,63,71,42,39,91,62,44,44,59,84,86,38,80
203,27,48,72,78,71,29,36,45,55,74,73,62,46,63,69,83,37,42,73,73,74,56,41,66,56,82,78,54,73,65,45,68,54,69
204,40,47,61,73,72,67,50,74,78,61,81,70,43,63,77,43,56,53,44,69,45,54,55,34,63,55,50,71,47,88,29,72,49,36
205,20,63,72,88,96,24,26,77,81,79,86,75,57,77,86,85,55,59,56,98,68,66,52,52,34,81,100,81,77,79,44,86,66,68
206,80,50,84,62,42,71,61,59,46,36,61,76,51,41,32,49,69,51,38,44,83,58,49,37,46,86,40,38,31,43,58,63,32,62
207,41,61,77,73,71,46,46,69,72,71,70,54,55,60,64,52,55,57,59,75,78,60,59,40,41,85,73,57,59,69,67,79,57,70
208,68,46,74,44,33,64,65,26,24,45,41,60,50,42,34,44,38,43,13,28,73,43,42,11,78,65,41,26,22,56,47,35,16,61
209,37,58,83,64,66,43,46,63,53,64,61,42,58,66,63,39,60,63,52,59,85,60,69,49,46,79,71,46,53,71,63,71,54,70
210,64,42,63,48,72,53,56,43,75,38,27,44,52,44,44,33,54,33,24,83,63,50,40,24,52,57,72,57,43,47,38,39,51,82
211,54,64,70,53,20,78,49,62,26,53,66,63,45,55,37,44,53,72,46,15,73,51,64,44,61,77,21,18,36,57,74,69,19,63
212,52,62,58,63,50,59,45,67,45,55,63,61,53,54,44,71,57,69,55,47,49,48,60,48,39,50,49,46,54,50,65,70,50,63
213,41,79,73,46,80,46,36,54,91,56,52,79,72,59,64,58,56,70,24,74,83,59,72,17,57,84,80,67,49,79,66,60,33,75
214,75,24,52,46,42,53,72,23,48,31,42,59,53,25,22,50,38,11,36,48,55,38,17,34,84,55,51,49,20,22,26,35,30,61
215,57,41,73,59,31,55,63,44,30,38,60,67,47,43,33,53,52,39,45,36,70,47,30,41,52,72,48,30,43,28,51,61,28,62
216,57,76,80,46,36,85,40,74,26,43,53,73,53,45,41,26,61,72,42,38,73,59,75,37,32,73,42,16,45,57,80,66,23,52
217,57,33,70,63,41,49,66,18,48,41,48,41,52,38,33,57,48,30,58,44,83,42,23,52,69,78,41,39,43,30,31,55,39,68
218,41,53,67,72,61,40,43,60,60,53,76,80,54,58,60,68,59,66,70,66,63,61,48,63,38,78,59,50,67,50,56,70,49,51
219,71,54,72,61,70,51,55,64,65,50,75,75,58,49,49,47,67,49,55,72,79,66,53,38,38,83,72,59,35,55,54,71,50,76
220,81,49,76,54,60,53,74,35,63,32,45,66,62,35,28,51,64,26,20,67,87,56,28,22,66,92,75,53,25,35,43,41,34,90
221,85,32,87,62,57,45,82,57,56,24,53,57,64,34,27,50,82,26,46,67,83,59,27,36,19,86,76,52,26,21,53,61,48,69
222,47,67,69,69,61,50,35,68,75,59,59,50,50,61,61,58,57,62,48,64,70,62,56,51,35,77,55,61,64,63,62,61,60,77
223,47,54,70,74,58,37,43,61,46,57,75,73,53,58,50,57,54,57,68,64,76,59,46,53,35,71,70,41,53,48,62,67,61,51
224,66,52,63,58,50,58,57,60,59,45,58,71,56,42,36,61,58,49,42,55,74,55,42,43,38,73,48,49,40,38,57,57,48,68
225,39,48,57,47,62,48,55,43,51,57,45,47,51,57,57,33,47,43,28,60,59,47,49,39,61,55,68,50,54,64,41,45,37,80
226,76,42,69,47,75,45,71,40,79,28,30,61,69,35,32,27,59,35,51,93,85,56,24,45,52,73,96,66,33,37,41,43,54,67
227,61,65,82,58,54,66,35,76,63,55,65,78,60,63,55,63,73,84,31,54,97,72,77,29,40,100,48,48,42,70,79,66,41,63
228,75,16,57,56,21,65,87,18,19,31,47,37,42,33,33,75,49,4,30,23,54,39,2,54,80,58,28,14,35,16,29,25,26,62
229,58,31,65,66,64,43,70,31,64,47,59,52,50,42,46,71,50,20,42,68,73,49,26,50,61,70,69,63,41,38,25,51,52,77
230,67,31,82,62,55,43,68,51,54,46,55,35,44,45,45,84,60,21,33,56,86,54,24,31,58,92,57,48,37,32,46,46,52,81
231,74,52,60,49,56,44,59,56,66,35,47,72,66,34,30,45,58,54,37,59,62,53,49,26,44,70,58,39,35,38,55,50,49,53
232,59,31,71,61,37,54,64,36,47,49,51,56,48,43,43,60,47,21,48,39,73,48,21,42,68,81,41,39,42,40,32,45,39,70
233,69,36,59,33,39,61,75,52,42,27,28,33,50,39,37,33,55,24,34,42,59,42,36,27,52,62,43,43,33,30,40,45,44,60
234,44,37,72,67,44,35,61,49,45,52,66,35,41,61,52,69,53,35,90,43,68,47,34,73,38,71,51,38,60,46,49,52,63,63
235,81,20,37,36,20,49,85,46,19,17,25,32,47,26,29,50,55,16,12,22,42,35,16,23,49,22,35,21,22,17,15,19,41,21
236,29,52,59,69,72,27,48,33,67,59,62,38,53,66,59,52,42,47,75,78,74,53,41,78,58,61,81,63,73,56,45,58,52,79
237,41,44,81,71,60,52,46,49,58,49,65,66,53,59,60,44,48,51,66,62,79,55,39,57,61,79,71,53,56,59,45,68,51,73
238,67,37,60,54,57,39,66,47,58,40,59,43,59,42,46,37,66,29,68,63,64,55,51,59,30,63,63,47,47,42,60,67,70,73
239,11,91,89,73,68,56,5,85,70,77,79,49,56,87,83,39,47,100,87,64,95,66,99,76,26,99,67,49,96,97,99,97,67,84
240,51,60,82,76,43,50,49,72,43,61,74,58,48,54,52,73,57,59,73,42,80,58,50,65,44,78,41,37,56,53,64,77,49,67
241,52,45,81,50,72,59,40,44,78,60,53,73,52,53,55,46,34,48,24,80,80,58,41,24,68,76,76,64,38,69,33,45,45,83
242,90,48,69,28,38,75,72,39,38,17,29,50,64,31,16,22,57,46,14,46,73,46,56,11,62,78,57,30,11,32,70,43,21,71
243,40,62,81,50,73,63,41,35,83,70,43,29,48,64,72,33,34,55,34,72,95,58,53,37,69,93,62,59,54,83,49,59,43,93
244,64,62,84,78,51,63,49,59,45,50,74,68,51,51,45,63,65,53,48,53,92,64,46,39,39,92,55,41,45,56,58,73,45,82
245,76,17,54,53,58,45,77,36,50,26,47,34,44,30,27,65,54,10,43,65,41,39,7,34,66,42,64,54,30,19,20,40,48,49
246,4,23,46,57,44,38,45,9,24,84,51,13,35,66,73,63,16,17,85,39,49,28,7,86,94,49,58,24,92,59,18,51,48,75
247,59,27,58,60,27,64,78,54,17,25,52,16,39,41,36,46,50,17,87,37,63,42,12,81,45,67,38,23,57,22,27,58,47,57
248,72,42,66,68,66,37,75,40,73,45,59,28,54,40,38,81,52,26,37,72,78,48,30,30,62,73,75,64,28,51,45,54,59,76
249,59,64,76,47,34,73,48,60,38,50,44,47,46,54,46,41,58,64,32,32,74,57,57,40,43,65,32,31,40,50,71,51,33,75
250,86,25,61,34,34,50,91,31,48,24,34,31,54,32,19,48,65,28,13,38,56,41,33,17,65,67,47,38,17,31,37,41,38,49
251,30,72,61,26,36,72,29,42,28,65,19,37,46,65,59,13,26,78,13,30,49,45,73,15,64,50,33,16,53,82,73,41,14,84
252,62,49,71,51,65,43,60,53,52,48,42,34,51,48,45,60,65,48,24,74,65,56,42,24,30,70,70,44,32,47,63,44,51,48
253,72,63,77,56,31,45,60,69,37,40,51,61,64,58,49,28,78,64,42,28,85,62,72,32,23,87,39,34,46,57,67,56,47,76
254,52,68,69,63,56,65,39,63,69,55,69,73,63,56,49,43,61,69,40,59,73,64,68,34,28,71,50,51,50,66,71,68,50,65
255,70,46,78,66,33,51,60,42,35,37,62,56,51,37,28,63,61,43,51,40,80,54,28,40,30,73,56,32,43,30,56,66,47,64
256,21,57,68,39,67,56,20,31,66,64,47,30,42,69,67,16,21,69,36,65,82,53,56,45,83,76,70,53,68,75,61,46,38,98
257,64,53,68,37,72,48,62,34,67,38,21,34,61,51,45,8,55,58,22,75,79,52,71,22,57,75,80,56,32,65,63,45,48,87
258,86,51,62,49,51,57,63,49,67,25,48,61,56,39,26,21,57,41,25,55,56,50,40,13,59,47,55,50,19,47,35,49,35,80
259,37,51,65,59,46,54,48,29,38,53,53,34,43,55,59,44,33,40,48,45,72,45,42,49,60,74,50,33,61,53,46,57,35,71
260,51,85,83,33,34,91,16,31,49,57,47,46,47,60,49,24,22,92,53,32,85,63,84,53,52,93,26,32,43,72,97,60,17,89
261,50,63,89,76,47,59,44,68,60,55,75,60,50,59,56,75,64,53,70,46,88,62,48,67,36,93,42,48,63,55,61,76,46,75
262,51,59,74,67,56,58,48,42,62,54,69,41,50,55,56,48,57,53,57,59,84,59,55,60,46,83,51,43,61,55,71,75,52,81
263,72,44,79,59,42,65,63,28,50,35,61,66,52,48,40,45,58,40,51,46,88,58,53,34,41,84,36,43,42,47,53,61,37,80
264,35,54,83,68,52,51,40,70,51,50,68,54,45,66,61,53,54,56,68,54,93,60,48,71,42,92,57,45,75,47,58,74,51,91
265,57,62,87,86,81,40,56,83,74,46,76,52,60,51,46,70,67,54,57,94,84,64,49,47,26,89,95,66,50,48,55,84,63,76
266,66,28,76,28,16,68,78,18,28,24,20,28,42,37,32,29,48,26,6,18,88,43,38,13,61,89,29,21,26,31,50,24,23,65
267,76,75,89,53,51,54,46,84,49,36,53,73,64,50,38,40,76,79,22,53,88,65,72,20,30,88,74,39,36,58,79,63,43,75
268,40,45,71,69,53,35,61,40,26,58,63,61,54,64,63,64,54,39,42,48,75,49,32,43,60,79,70,33,52,57,40,56,40,92
269,58,48,68,68,41,52,54,53,40,44,67,68,51,46,39,68,54,44,40,46,67,52,33,43,56,75,49,44,47,36,52,64,42,75
270,72,32,54,23,88,23,74,9,86,31,22,44,68,41,36,52,50,33,3,98,83,44,29,3,84,73,99,81,23,46,19,17,49,81
271,72,35,84,45,44,54,83,28,46,33,37,34,57,47,38,53,49,24,20,46,95,46,28,27,58,94,57,39,21,45,36,32,36,88
272,49,70,90,46,67,67,49,66,62,59,62,60,62,63,71,38,68,77,34,72,85,69,71,28,43,96,66,49,40,78,77,63,35,84
273,37,55,86,70,60,48,41,54,59,69,77,53,51,69,74,54,53,50,84,54,92,62,44,68,45,96,51,47,75,72,54,75,56,61
274,62,39,65,41,56,44,68,33,59,46,37,25,60,49,42,53,54,32,24,53,72,51,33,33,42,71,61,53,35,49,32,27,51,77
275,86,18,64,45,60,49,89,27,60,29,43,42,51,30,19,56,63,14,63,75,72,51,19,52,58,62,71,56,20,17,30,41,54,76
276,60,31,77,69,43,64,64,38,33,49,68,41,42,45,42,72,46,22,59,43,82,48,22,54,73,91,54,33,46,38,45,55,36,73
277,77,52,78,42,56,67,65,63,56,30,49,65,60,41,36,33,78,65,22,57,87,64,66,24,41,86,54,41,23,55,65,54,28,40
278,43,56,78,53,57,57,38,36,51,49,42,61,54,42,41,33,38,47,66,66,78,53,45,56,49,89,67,42,62,48,60,57,39,64
279,59,70,69,41,85,46,43,38,88,56,46,47,70,53,55,16,65,80,20,85,80,58,84,19,42,71,79,58,42,77,84,55,49,29
280,74,53,77,72,41,49,63,60,57,47,72,63,58,53,38,59,78,53,57,42,91,62,49,43,32,80,43,57,33,53,48,75,52,83
281,47,40,77,48,76,41,51,27,87,48,40,33,59,60,61,44,41,46,15,73,95,48,30,17,74,92,71,76,43,72,35,24,48,82
282,63,31,73,58,29,49,75,31,38,40,59,27,45,44,32,73,48,28,62,28,82,50,25,51,47,79,26,38,40,32,42,48,49,77
283,24,86,84,61,74,48,19,74,59,75,57,42,56,80,85,27,65,90,40,68,85,61,86,49,32,87,75,56,87,90,86,70,48,78
284,53,50,63,56,56,39,53,54,49,54,56,64,55,56,52,55,50,52,51,57,68,55,50,51,49,65,64,53,44,59,44,55,48,61
285,61,49,79,63,49,45,63,33,63,57,75,80,58,50,40,37,50,45,42,53,99,54,48,46,64,93,49,55,30,55,51,63,37,82
286,55,66,52,56,46,50,58,63,40,52,46,64,57,57,48,52,63,71,18,44,61,52,70,19,57,57,55,38,31,64,57,58,46,76
287,43,29,68,80,80,31,52,31,72,50,63,42,46,49,56,75,40,15,66,88,77,50,10,60,67,82,91,68,70,36,32,52,74,86
288,78,75,83,48,41,67,51,64,61,42,59,81,66,52,40,29,68,79,31,40,83,61,80,29,46,86,39,47,25,67,74,57,33,76
289,44,48,85,72,73,39,56,54,73,65,63,47,55,63,60,61,57,47,58,75,91,57,38,50,43,91,72,67,58,67,46,64,59,85
290,35,48,73,70,59,45,43,53,50,59,69,33,42,60,62,76,45,45,62,63,76,49,40,59,55,78,62,48,69,51,51,67,54,51
291,53,41,60,61,40,61,57,39,41,51,62,47,45,46,47,47,42,39,62,39,58,48,42,58,67,71,37,42,53,45,52,61,41,62
292,84,54,74,39,32,70,73,59,37,35,35,47,60,37,27,49,68,58,18,32,80,54,59,27,30,75,38,30,19,43,65,44,37,69
293,60,45,75,53,50,51,63,40,47,35,37,38,57,49,46,44,47,34,46,52,90,51,39,34,59,89,67,50,46,47,39,53,43,81
294,39,50,69,55,53,60,49,29,46,67,46,55,45,59,63,52,39,43,45,54,84,50,46,49,49,83,49,43,70,64,57,39,40,74
295,84,26,70,59,31,43,78,26,36,36,38,32,52,40,37,70,57,24,17,33,78,39,17,26,65,75,43,36,26,32,39,26,40,62
296,45,76,57,51,42,68,36,65,34,64,63,50,49,66,71,44,55,74,38,31,67,58,74,44,42,76,41,25,56,76,77,57,41,52
297,54,72,66,62,94,24,38,77,81,59,69,50,66,68,63,48,68,79,38,96,72,70,80,34,9,82,99,79,45,80,72,71,76,83
298,29,54,69,71,71,46,29,39,72,71,57,39,41,58,66,69,33,43,62,75,72,54,38,59,66,89,72,59,71,54,57,57,52,81
299,28,64,76,56,26,53,39,44,20,67,59,22,41,74,65,32,29,75,62,20,63,45,70,70,56,82,43,8,75,74,84,59,43,74
300,69,40,78,83,44,33,75,50,36,40,73,33,52,48,39,93,74,28,78,45,81,54,31,61,25,71,65,36,51,33,34,69,65,84
301,35,64,85,72,48,73,22,51,57,62,70,52,39,56,63,67,35,53,76,47,89,60,39,76,59,92,37,43,73,51,58,71,37,91
302,78,31,40,22,73,54,71,31,74,37,9,30,59,33,35,24,60,20,5,86,49,48,33,11,54,50,82,78,16,50,29,16,41,56
303,60,31,63,54,61,47,63,24,64,48,41,39,51,41,41,64,36,25,29,70,73,47,20,33,60,86,73,59,40,36,34,37,52,80
304,27,81,71,54,83,56,18,43,82,79,68,66,56,71,72,33,32,77,52,86,72,61,80,43,64,79,82,62,69,90,78,71,45,88
305,63,32,62,42,37,52,65,41,20,41,49,37,45,41,34,48,53,27,62,47,60,43,32,48,37,45,57,25,41,31,48,40,43,45
306,71,47,65,51,38,56,62,44,53,40,46,45,53,46,38,48,62,41,43,43,66,50,43,41,40,61,35,39,35,38,53,51,43,53
307,84,48,83,69,39,63,69,63,52,26,67,56,52,38,25,75,74,41,65,50,78,60,32,45,41,89,51,47,31,25,59,81,56,73
308,63,46,66,62,46,53,69,70,30,46,65,52,51,44,41,64,71,45,49,55,61,53,45,43,30,58,62,28,44,45,53,69,44,25
309,61,53,62,57,61,45,58,53,59,47,55,57,56,47,46,57,59,49,40,61,64,55,50,32,47,75,64,51,40,50,46,58,57,69
310,43,69,63,57,75,52,35,63,76,64,43,52,55,54,64,59,48,74,25,74,66,55,59,33,51,68,66,64,54,60,61,47,55,42
311,57,24,77,73,76,31,77,42,79,43,66,42,50,45,52,82,58,17,55,88,78,53,11,43,60,83,84,73,47,34,28,53,62,81
312,51,43,79,63,63,63,55,46,63,51,63,52,45,55,56,52,48,44,54,63,78,58,37,49,67,87,61,57,51,52,53,63,41,49
313,46,53,79,67,55,58,43,24,62,51,62,53,46,55,52,53,34,37,82,59,88,56,35,70,56,91,61,58,68,55,50,53,56,82
314,32,40,41,49,53,45,51,28,42,63,34,28,45,52,59,44,37,28,37,53,43,36,29,42,68,55,61,44,69,51,40,41,42,85
315,34,65,63,53,44,53,44,65,54,60,66,48,55,73,64,35,55,72,56,34,54,53,77,63,27,68,49,54,63,83,59,59,51,69
316,57,46,69,74,39,53,55,38,53,43,71,50,49,46,39,61,49,40,79,45,78,52,27,69,54,81,48,44,54,39,55,65,46,75
317,60,45,80,65,47,69,58,60,39,37,73,61,46,51,48,35,55,43,69,46,83,55,49,57,55,89,49,30,49,48,48,69,39,72
318,56,45,58,72,50,43,63,63,42,48,66,54,47,48,46,69,75,43,62,58,47,52,39,61,34,43,65,43,53,41,44,65,57,56
319,75,56,69,28,31,69,68,45,46,33,22,48,55,41,28,24,57,59,7,30,72,44,62,13,50,69,38,35,17,46,65,44,24,69
320,62,58,71,60,52,46,61,64,58,49,63,48,58,57,44,58,68,65,40,54,79,57,57,36,31,75,57,54,33,61,64,64,50,59
321,44,69,86,67,67,52,39,74,60,59,58,45,51,65,56,51,48,70,48,72,81,62,63,36,21,93,73,50,51,64,74,75,56,81
322,20,44,47,60,63,57,44,28,57,61,44,21,37,52,65,54,24,25,53,63,52,39,29,58,66,54,62,49,76,55,45,43,49,64
323,68,48,77,62,62,29,64,57,48,47,59,54,56,56,45,54,68,40,36,65,85,59,42,25,45,80,81,56,30,55,50,60,56,73
324,54,46,75,66,58,47,50,51,53,49,62,60,51,55,52,56,59,39,65,57,70,58,41,60,38,81,68,51,63,40,57,64,62,64
325,49,51,76,38,55,74,45,17,73,55,35,54,47,49,47,35,17,43,23,58,79,46,35,19,82,86,44,48,35,62,55,33,29,73
326,42,58,67,61,66,51,44,48,62,61,59,50,51,56,56,62,53,58,58,68,62,56,56,54,50,69,68,51,53,63,57,67,52,64
327,44,36,60,57,50,58,56,33,51,47,53,35,38,44,47,48,30,24,55,55,52,41,21,50,77,55,45,52,55,41,33,49,39,62
328,61,42,69,55,48,43,64,42,62,45,53,58,50,40,41,54,51,28,55,52,69,51,25,45,72,70,59,48,37,42,39,50,41,58
329,77,60,77,28,40,83,58,50,48,27,26,50,60,41,34,18,57,63,18,46,88,60,66,21,36,86,49,42,15,46,79,45,29,81
330,66,19,79,70,26,47,75,37,18,38,53,46,39,44,34,71,50,12,53,31,78,39,12,43,68,75,50,24,51,19,25,51,47,76
331,63,64,57,42,48,61,43,51,54,44,42,50,57,52,47,34,49,64,23,51,68,58,60,25,48,72,51,51,37,55,61,44,42,72
332,45,38,57,68,55,44,53,31,53,56,58,33,44,53,52,70,47,34,72,58,59,49,23,66,69,66,58,53,61,44,39,50,58,73
333,10,70,57,59,47,47,27,42,50,73,53,24,37,73,70,57,12,68,83,45,65,47,69,73,80,76,50,41,81,72,71,69,49,77
334,58,41,75,26,32,80,58,20,42,40,17,30,49,43,39,18,32,39,16,29,92,41,45,20,81,92,35,29,33,57,49,25,22,75
335,56,56,83,57,68,50,65,54,66,49,73,44,60,60,58,37,68,57,60,76,83,63,65,60,20,76,78,62,39,59,70,70,52,74
336,20,74,69,37,66,59,20,56,73,73,38,31,59,65,73,27,40,75,37,64,83,60,79,51,37,88,55,57,73,78,79,53,42,77
337,61,62,74,73,38,65,40,65,41,46,67,52,50,60,52,65,62,72,61,39,68,58,59,58,39,67,40,47,56,39,74,75,43,44
338,93,60,82,36,24,71,63,62,34,21,49,63,62,39,20,17,72,63,19,33,99,63,66,19,16,88,38,31,13,34,83,55,26,67
339,42,49,70,42,66,41,46,31,67,53,33,22,49,57,56,49,33,51,18,69,75,48,48,22,60,88,80,56,51,62,47,39,43,70
340,73,48,78,55,42,59,68,68,43,36,65,82,59,51,41,48,70,48,50,39,82,60,57,49,42,77,47,39,38,51,59,61,45,84
341,49,57,57,67,62,47,54,48,71,59,67,33,55,58,57,53,56,43,57,61,56,53,47,50,55,52,63,72,47,66,42,63,61,76
342,77,34,85,72,54,44,75,33,53,36,65,66,51,41,29,69,65,26,63,58,93,55,27,50,49,84,51,42,31,33,35,59,48,62
343,19,62,56,58,66,63,34,42,76,74,58,32,50,57,68,33,30,53,67,68,49,42,60,66,69,67,68,60,80,81,57,67,43,90
344,85,47,92,72,44,73,57,55,69,46,75,76,50,31,33,73,65,33,43,46,77,62,20,22,53,93,36,51,32,41,47,70,35,70
345,76,14,46,61,55,23,79,34,57,33,49,39,50,29,27,78,52,6,34,60,40,40,6,30,60,40,70,59,28,16,18,38,56,58
346,10,83,54,47,74,53,13,44,82,77,33,30,50,69,72,20,19,82,33,70,63,49,78,51,63,77,69,69,74,88,67,47,47,88
347,54,32,53,73,73,33,66,59,66,55,72,59,53,49,52,79,62,19,40,76,56,49,22,48,60,61,74,65,47,44,21,59,56,64
348,73,29,76,83,58,35,71,58,53,37,84,77,58,41,33,76,73,24,87,69,76,61,23,68,24,73,78,50,48,29,40,82,68,70
349,58,69,50,27,47,84,39,51,61,56,29,63,52,45,41,10,57,73,3,35,60,50,75,7,42,56,28,33,31,68,79,40,26,65
350,65,50,72,64,31,64,57,53,31,37,58,51,46,45,37,63,56,53,56,38,73,53,46,42,43,74,41,33,41,30,62,63,43,38
351,22,88,81,63,72,74,13,73,76,72,66,65,53,78,79,33,48,91,60,70,82,68,87,47,29,92,63,59,77,90,85,79,47,78
352,67,43,67,58,35,40,68,64,24,37,51,32,51,45,32,64,70,37,57,40,63,49,43,55,24,61,52,31,41,29,56,50,54,54
353,71,49,83,65,36,55,56,63,37,46,65,61,49,47,36,58,63,51,35,27,84,60,44,34,30,92,49,27,34,48,57,69,45,53
354,61,49,79,68,69,60,64,48,54,46,75,86,58,51,53,56,65,40,50,73,90,58,51,40,56,81,73,48,45,57,49,70,40,72
355,54,67,75,64,59,66,44,64,63,52,73,88,53,56,53,35,69,73,54,59,79,66,69,36,32,82,47,54,45,72,73,71,41,64
356,59,61,87,78,87,30,57,66,87,65,77,63,68,68,63,95,78,60,69,88,92,64,50,67,37,97,84,79,39,63,54,77,60,90
357,69,21,70,42,32,54,72,39,29,29,34,31,45,39,32,53,47,23,28,38,73,42,18,27,63,73,56,32,30,32,29,27,38,72
358,59,46,81,24,36,81,54,21,48,41,18,32,47,42,36,19,24,37,19,33,89,42,49,22,79,91,35,29,32,52,53,25,23,77
359,71,44,93,77,43,45,71,58,58,41,77,62,56,44,35,66,80,39,71,44,90,64,44,53,29,97,48,48,44,28,61,85,59,77
360,76,55,77,50,51,68,57,46,80,36,67,78,62,50,39,35,66,67,53,45,84,65,68,46,38,81,40,62,27,55,74,65,43,69
361,52,69,80,45,61,57,45,63,71,53,49,68,65,58,54,27,67,78,34,54,85,62,75,40,29,96,58,56,48,67,80,63,43,83
362,56,70,82,73,70,45,48,75,60,56,74,57,59,63,57,50,71,64,56,74,88,67,61,50,17,87,80,60,51,65,67,77,56,83
363,81,49,57,52,50,53,60,44,62,36,61,71,65,45,34,67,66,45,17,50,73,57,37,16,38,69,57,59,23,52,34,51,44,82
364,29,31,76,48,96,36,43,15,86,70,27,19,47,50,63,46,9,18,43,93,91,51,29,25,88,92,93,78,59,69,22,37,63,93
365,74,47,87,80,33,43,62,68,36,48,75,70,56,45,34,88,83,44,59,35,89,59,35,44,30,86,44,29,39,33,55,80,51,72
366,51,60,52,53,62,54,45,61,64,53,48,55,50,52,55,39,55,55,38,64,38,51,58,37,47,48,56,52,53,62,59,56,54,70
367,49,81,67,59,76,51,34,74,66,60,50,42,58,58,57,35,49,81,42,79,59,62,74,34,30,67,83,54,53,74,77,69,55,78
368,71,72,66,62,32,55,56,72,33,25,75,86,60,50,33,22,57,68,64,36,77,55,80,43,48,79,49,25,47,46,83,82,50,54
369,49,39,66,59,71,52,59,36,63,48,53,44,46,45,50,57,47,28,40,81,69,50,29,39,55,78,73,48,47,46,33,52,48,68
370,56,60,82,74,55,36,50,77,58,51,75,66,60,62,54,58,72,60,58,48,77,62,56,58,13,82,59,61,52,57,60,79,58,72
371,86,52,58,56,38,48,62,48,60,23,55,68,62,35,20,49,59,46,46,41,63,54,40,39,31,79,44,50,27,26,55,56,40,58
372,63,57,82,43,41,65,50,48,41,44,47,20,49,51,37,48,50,64,33,38,92,54,64,40,41,87,53,29,30,53,73,45,35,87
373,60,64,86,57,46,66,56,56,62,45,53,51,58,55,49,31,63,69,38,47,88,57,63,34,55,80,52,53,32,62,65,70,32,93
374,82,40,39,35,23,65,80,36,32,20,43,66,55,30,20,33,56,33,19,28,45,42,39,18,64,50,44,23,23,29,52,39,34,52
375,72,26,87,44,37,49,75,33,24,31,43,70,48,44,24,52,52,29,69,45,83,45,16,56,69,82,64,20,38,30,43,41,33,92
376,40,58,61,64,57,64,38,61,68,60,64,84,60,59,63,49,60,48,70,57,61,60,47,58,59,65,58,64,61,68,56,67,45,66
377,48,68,72,74,74,51,39,69,76,62,81,78,55,64,63,70,63,56,54,78,79,72,56,48,34,85,72,61,54,67,59,75,60,80
378,62,63,60,59,63,53,47,66,62,45,67,72,62,49,42,44,60,67,65,66,69,66,65,55,28,79,66,49,49,50,75,73,57,67
379,59,32,57,63,44,67,54,13,64,34,58,50,42,34,24,45,19,12,90,54,70,36,25,64,81,71,48,50,54,26,28,60,40,80
380,17,93,80,74,94,49,0,58,79,89,67,61,53,81,86,81,31,98,78,93,90,69,89,99,48,95,91,65,95,86,87,75,52,83
381,63,41,81,65,49,66,58,52,45,47,67,72,53,36,36,59,65,42,62,61,76,58,31,53,60,78,51,31,42,36,54,73,37,40
382,42,74,84,67,49,62,39,61,41,66,66,60,50,62,54,58,63,82,59,46,89,61,67,46,53,94,51,31,53,60,86,81,36,55
383,43,56,76,71,32,71,48,56,35,57,73,53,38,61,61,64,53,50,73,22,65,53,40,63,41,69,15,27,65,56,58,77,42,74
384,57,66,89,62,39,84,49,67,48,45,75,59,46,63,54,35,52,75,52,29,86,61,71,45,49,93,27,41,47,70,65,75,36,87
385,32,73,75,64,57,53,23,56,62,65,67,48,49,65,66,35,41,76,63,54,78,58,69,56,46,81,61,45,71,78,73,71,46,71
386,57,58,70,41,55,66,54,58,52,41,50,67,59,51,47,24,54,59,40,55,78,56,65,34,48,71,62,43,36,55,63,60,36,68
387,10,73,71,69,83,41,22,71,79,77,70,41,51,77,79,33,46,75,74,84,71,59,71,70,30,80,84,64,86,84,68,79,64,80
388,33,64,51,61,65,46,47,53,53,62,66,46,54,67,68,54,56,62,51,61,51,50,61,48,41,60,68,57,62,74,60,61,48,70
